date,NOx/Nmhc,O3
2004/1/16,150.365079365,61.3
2004/1/17,128.188679245,62.4
2004/1/18,156.1,82.8
2004/1/19,162.42,4.4
2004/1/20,115.080645161,57.3
2004/1/21,139.666666667,47.5
2004/1/22,128.675675676,39.1
2004/1/23,136.59375,42.8
2004/1/24,398.333333333,52.5
2004/1/25,92.1698113208,50.3
2004/1/26,59.9536423841,58.0
2004/1/27,226.903225806,44.5
2004/1/28,108.563218391,60.6
2004/1/29,141.215189873,68.5
2004/1/30,166.710526316,66.2
2004/1/31,118.5625,65.4
2004/2/1,92.8592592593,87.6
2004/2/2,113.6,67.7
2004/2/3,148.227272727,19.8
2004/2/4,143.918032787,29.4
2004/2/5,187.818181818,11.1
2004/2/6,133.126126126,7.2
2004/2/7,129.03030303,14.8
2004/2/8,98.1604938272,22.7
2004/2/9,200.423076923,26.9
2004/2/10,150.596638655,94.4
2004/2/11,113.069444444,64.9
2004/2/12,113.304347826,105.4
2004/2/13,133.173469388,82.2
2004/2/14,101.504672897,126.9
2004/2/15,85.8467741935,112.3
2004/2/16,156.028985507,92.2
2004/2/19,102.032520325,85.9
2004/2/20,184.95412844,84.1
2004/2/24,114.633802817,78.9
2004/2/27,153.152542373,50.3
2004/2/28,229.37037037,66.9
2004/2/29,509.7,30.4
2004/3/1,140.243243243,30.0
2004/3/2,168.914893617,28.4
2004/3/3,189.973684211,40.6
2004/3/4,205.588235294,39.1
2004/3/5,134.455555556,79.1
2004/3/6,194.468085106,21.6
2004/3/7,132.030769231,51.9
2004/3/8,98.777027027,54.8
2004/3/9,165.9,95.6
2004/3/11,258.804878049,38.1
2004/3/12,180.2,44.5
2004/3/13,134.554054054,60.0
2004/3/14,171.56,55.2
2004/3/15,130.573529412,66.7
2004/3/16,97.406779661,84.1
2004/3/17,102.597701149,95.5
2004/3/18,91.9428571429,63.0
2004/3/19,90.4789915966,58.8
2004/3/20,94.7115384615,85.1
2004/3/21,80.1785714286,71.7
2004/3/22,111.256410256,76.6
2004/3/23,94.6891891892,85.1
2004/3/24,120.176470588,86.9
