date,NOx/Nmhc,O3
2015/01/01,88.2352941176,73.0
2015/01/02,137.096774194,63.0
2015/01/03,124.285714286,68.0
2015/01/04,101.886792453,61.0
2015/01/05,128.846153846,93.0
2015/01/06,133.823529412,60.0
2015/01/07,97.7272727273,43.0
2015/01/08,146.666666667,25.0
2015/01/09,152.857142857,72.0
2015/01/10,157.142857143,53.0
2015/01/11,140.384615385,70.0
2015/01/12,108.333333333,64.0
2015/01/13,131.147540984,57.0
2015/01/14,86.0465116279,46.0
2015/01/15,118.333333333,65.0
2015/01/16,161.111111111,56.0
2015/01/17,113.114754098,78.0
2015/01/18,162.5,60.0
2015/01/19,117.46031746,46.0
2015/01/20,203.846153846,73.0
2015/01/21,135.294117647,59.0
2015/01/22,192.0,70.0
2015/01/23,200.0,82.0
2015/01/24,226.666666667,81.0
2015/01/25,95.652173913,102.0
2015/01/26,114.285714286,68.0
2015/01/27,205.714285714,62.0
2015/01/28,126.315789474,61.0
2015/01/29,143.902439024,71.0
2015/01/30,152.173913043,46.0
2015/01/31,121.875,63.0
2015/02/01,91.1111111111,65.0
2015/02/02,133.333333333,51.0
2015/02/03,106.666666667,57.0
2015/02/04,115.789473684,64.0
2015/02/05,133.333333333,58.0
2015/02/06,111.458333333,55.0
2015/02/07,97.4358974359,84.0
2015/02/08,123.529411765,65.0
2015/02/09,154.545454545,50.0
2015/02/10,94.8148148148,72.0
2015/02/11,113.793103448,72.0
2015/02/12,148.148148148,81.0
2015/02/13,93.2038834951,110.0
2015/02/14,165.625,95.0
2015/02/15,95.8333333333,120.0
2015/02/16,102.083333333,74.0
2015/02/17,104.6875,70.0
2015/02/18,57.8313253012,86.0
2015/02/19,49.2957746479,86.0
2015/02/20,87.5,66.0
2015/02/21,100.0,51.0
2015/02/22,60.8695652174,72.0
2015/02/23,69.8412698413,59.0
2015/02/24,100.0,58.0
2015/02/25,109.259259259,71.0
2015/02/26,61.8181818182,45.0
2015/02/27,107.547169811,64.0
2015/02/28,101.886792453,62.0
2015/03/01,137.5,59.0
2015/03/02,105.479452055,58.0
2015/03/03,93.8271604938,43.0
2015/03/04,121.153846154,72.0
2015/03/05,84.0909090909,82.0
2015/03/06,145.0,72.0
2015/03/07,98.7951807229,68.0
2015/03/08,114.285714286,67.0
2015/03/09,125.0,54.0
2015/03/10,73.1707317073,17.0
2015/03/11,117.647058824,69.0
2015/03/12,100.0,45.0
