date,NOx/Nmhc,O3
2009/1/1,172.75862069,55.6
2009/1/2,137.842835131,56.1
2009/1/3,78.6390532544,60.2
2009/1/4,82.748603352,40.8
2009/1/5,129.04587156,58.8
2009/1/6,116.81678608,65.4
2009/1/7,135.024630542,57.1
2009/1/8,144.769736842,48.5
2009/1/9,153.526315789,50.9
2009/1/10,171.19760479,60.5
2009/1/11,39.5735422106,60.3
2009/1/12,53.2511798637,55.3
2009/1/13,167.317073171,47.0
2009/1/14,75.2231094411,69.0
2009/1/15,61.9183965641,68.8
2009/1/16,92.4466192171,77.7
2009/1/17,63.2049036778,95.6
2009/1/18,87.0816812054,81.1
2009/1/19,93.347107438,97.4
2009/1/20,88.610738255,84.7
2009/1/21,109.171270718,89.0
2009/1/22,104.129606099,77.4
2009/1/23,135.938697318,60.2
2009/1/24,134.570637119,47.3
2009/1/25,62.614213198,61.6
2009/1/26,143.386075949,65.3
2009/1/27,139.0,57.0
2009/1/28,92.6213592233,63.5
2009/1/29,122.307692308,63.5
2009/1/30,116.233333333,59.4
2009/1/31,88.2273603083,77.1
2009/2/1,91.8906942393,63.9
2009/2/2,101.755319149,73.7
2009/2/3,151.748942172,83.5
2009/2/4,106.560788609,71.3
2009/2/5,158.830313015,77.3
2009/2/6,76.3339731286,66.5
2009/2/7,82.1132376396,66.8
2009/2/8,58.2210927573,66.1
2009/2/9,110.356756757,78.4
2009/2/10,142.820919176,86.7
2009/2/11,107.314814815,95.3
2009/2/12,81.7527675277,78.5
2009/2/13,122.721893491,56.0
2009/2/14,89.2452830189,19.3
2009/2/15,141.660516605,79.1
2009/2/16,148.646616541,62.8
2009/2/17,170.714285714,66.4
2009/2/18,175.874587459,48.9
2009/2/19,93.8048780488,87.0
2009/2/20,86.8363136176,43.1
2009/2/21,63.7335398916,63.7
2009/2/22,93.9508928571,80.2
2009/2/23,76.3788968825,113.0
2009/2/24,138.685446009,23.6
2009/2/25,105.090180361,68.6
2009/2/26,141.62464986,71.5
2009/2/27,88.5207700101,75.2
2009/2/28,29.1854336368,65.3
2009/3/1,16.6146095718,78.5
2009/3/2,100.334051724,67.3
2009/3/3,99.6696696697,72.8
2009/3/4,132.509881423,73.2
2009/3/5,53.0647590361,49.2
2009/3/6,121.934235977,55.2
2009/3/7,76.4768211921,34.2
2009/3/8,73.0759330759,56.3
2009/3/9,167.674418605,32.7
2009/3/10,106.4697609,49.0
2009/3/11,104.727272727,70.8
2009/3/12,88.1818181818,80.7
2009/3/13,96.6869918699,69.4
2009/3/14,147.877094972,32.9
2009/3/15,118.42209073,71.8
2009/3/16,107.279322854,69.6
2009/3/17,92.2048611111,62.8
2009/3/18,82.7884615385,56.6
2009/3/19,127.602523659,34.1
2009/3/20,135.676392573,41.8
2009/3/21,107.949526814,65.1
2009/3/22,88.2596685083,39.9
2009/3/23,158.060836502,42.8
2009/3/24,110.979782271,46.4
2009/3/25,142.719665272,73.6
2009/3/26,66.2213740458,90.5
2009/3/27,93.8072669826,114.0
2009/3/28,104.618689581,73.0
2009/3/29,79.6091205212,39.5
2009/3/30,112.854477612,60.2
2009/3/31,131.951219512,68.3
2009/4/1,145.72450805,70.4
2009/4/2,110.269784173,72.2
2009/4/3,91.7424242424,82.1
2009/4/4,127.50965251,77.9
2009/4/5,84.8319327731,74.0
2009/4/6,118.4,58.7
2009/4/7,90.7586837294,70.1
2009/4/8,140.936170213,60.4
2009/4/9,127.765814266,80.1
2009/4/10,78.0107526882,90.6
2009/4/11,68.4706959707,79.1
2009/4/12,95.9880239521,82.3
2009/4/13,133.571428571,42.4
2009/4/14,70.4753521127,34.9
2009/4/15,89.0476190476,56.2
2009/4/16,57.1932515337,39.2
2009/4/17,93.17617866,63.1
2009/4/18,118.106060606,83.1
2009/4/19,153.25,63.9
2009/4/20,203.489932886,30.9
2009/4/21,177.184466019,59.2
2009/4/22,99.126984127,37.8
2009/4/23,83.1142857143,94.1
2009/4/24,124.676923077,84.8
2009/4/25,76.1538461538,56.3
2009/4/26,146.880733945,19.7
2009/4/27,163.194444444,52.9
2009/4/28,53.8954012624,79.2
2009/4/29,164.429530201,80.2
2009/4/30,161.632653061,89.2
2009/5/1,140.917431193,70.7
2009/5/2,166.0,79.6
2009/5/3,254.754098361,60.4
2009/5/4,161.101871102,70.0
2009/5/5,170.291262136,75.6
2009/5/6,243.257575758,84.0
2009/5/7,103.205128205,65.2
2009/5/8,149.132947977,74.6
2009/5/9,142.078853047,66.2
2009/5/10,158.224852071,66.1
2009/5/11,132.955974843,89.9
2009/5/12,36.2653061224,66.3
2009/5/13,73.3913043478,58.0
2009/5/14,116.45232816,75.5
2009/5/15,110.85106383,66.3
2009/5/16,74.9402390438,79.5
2009/5/17,175.203252033,35.0
2009/5/18,162.748091603,42.9
2009/5/19,80.8625730994,58.0
2009/5/20,112.344827586,40.1
2009/5/21,93.8554216867,27.6
2009/5/22,113.579545455,51.9
2009/5/23,132.314049587,92.8
2009/5/24,104.421364985,47.6
2009/5/25,193.45,70.3
2009/5/26,112.624434389,75.0
2009/5/27,83.8060781476,24.8
2009/5/28,114.041666667,40.8
2009/5/29,187.243589744,82.1
2009/5/30,196.603773585,69.3
2009/5/31,132.638888889,97.4
2009/6/1,151.387559809,88.6
2009/6/2,130.0,90.7
2009/6/3,129.744408946,31.4
2009/6/4,427.619047619,31.1
2009/6/5,139.207920792,70.3
2009/6/6,62.0933014354,73.0
2009/6/7,177.664974619,74.9
2009/6/8,138.68852459,103.7
2009/6/9,131.689189189,67.3
2009/6/10,182.038834951,41.7
2009/6/11,124.875,23.8
2009/6/12,131.581920904,21.1
2009/6/13,99.7142857143,32.4
2009/6/14,95.2709359606,44.3
2009/6/15,152.511013216,39.9
2009/6/16,119.751381215,77.7
2009/6/17,105.630550622,80.8
2009/6/18,91.8918918919,42.5
2009/6/19,52.3676012461,30.8
2009/6/20,178.863636364,30.9
2009/6/21,278.888888889,25.8
2009/6/22,224.470588235,16.5
2009/6/23,187.920792079,23.1
2009/6/24,152.284263959,31.8
2009/6/25,97.652173913,38.9
2009/6/26,135.34351145,34.5
2009/6/27,151.066666667,31.7
2009/6/28,114.195804196,32.5
2009/6/29,111.0,33.9
2009/6/30,130.0,27.8
2009/7/1,110.197044335,24.1
2009/7/2,112.675159236,23.5
2009/7/3,135.170068027,17.7
2009/7/4,150.338164251,33.4
2009/7/5,149.956140351,23.1
2009/7/6,93.417721519,26.7
2009/7/7,86.3059701493,49.0
2009/7/8,96.8666666667,55.0
2009/7/9,115.106382979,43.7
2009/7/10,135.714285714,101.0
2009/7/11,74.8059149723,82.2
2009/7/12,104.761904762,78.3
2009/7/13,90.6886227545,29.3
2009/7/14,201.543624161,22.3
2009/7/15,61.595959596,79.9
2009/7/16,165.0,58.8
2009/7/17,159.578059072,47.4
2009/7/18,115.192307692,25.6
2009/7/19,109.818181818,29.9
2009/7/20,105.671641791,38.5
2009/7/21,114.819004525,50.7
2009/7/22,139.311926606,18.2
2009/7/23,201.52173913,23.0
2009/7/24,154.833333333,21.8
2009/7/25,114.315068493,16.6
2009/7/26,103.770491803,40.4
2009/7/27,140.529801325,27.1
2009/7/28,189.370629371,19.6
2009/7/29,102.459016393,56.2
2009/7/30,143.174603175,72.3
2009/7/31,184.347826087,61.3
2009/8/1,124.907407407,76.0
2009/8/2,107.882037534,84.2
2009/8/3,170.068493151,24.5
2009/8/4,157.5,29.2
2009/8/5,90.0293255132,40.3
2009/8/6,90.2887139108,32.2
2009/8/7,83.4722222222,26.4
2009/8/8,-387.692307692,44.1
2009/8/9,-407.857142857,34.8
2009/8/10,181.458333333,25.6
2009/8/11,90.8298755187,27.7
2009/8/12,152.8125,22.5
2009/8/13,131.918367347,28.2
2009/8/14,110.810810811,38.5
2009/8/15,169.63898917,76.4
2009/8/16,116.714801444,75.0
2009/8/17,110.585365854,122.0
2009/8/18,157.6,37.4
2009/8/19,81.0114192496,55.6
2009/8/20,142.222222222,61.7
2009/8/21,96.7153284672,36.4
2009/8/22,75.9285714286,57.7
2009/8/23,83.5094339623,57.8
2009/8/24,115.722222222,37.9
2009/8/25,111.921182266,46.8
2009/8/26,92.0,35.9
2009/8/27,117.883597884,49.1
2009/8/28,118.052325581,33.3
2009/8/29,151.024096386,53.7
2009/8/30,147.567567568,46.9
2009/8/31,147.474226804,29.3
2009/9/1,135.0,45.8
2009/9/2,132.375690608,67.3
2009/9/3,110.405063291,75.1
2009/9/4,135.472972973,71.3
2009/9/5,178.43373494,33.7
2009/9/6,85.4148471616,66.9
2009/9/7,76.9951534733,40.7
2009/9/8,104.448398577,74.2
2009/9/9,88.5283018868,67.2
2009/9/10,182.838983051,61.9
2009/9/11,90.8910891089,60.9
2009/9/12,53.3548387097,88.5
2009/9/13,73.037037037,68.0
2009/9/14,117.276422764,43.6
2009/9/15,108.169014085,27.6
2009/9/16,78.4705882353,60.6
2009/9/17,96.7716535433,64.7
2009/9/18,90.1272264631,79.7
2009/9/19,83.9747634069,77.3
2009/9/20,131.578947368,117.1
2009/9/21,126.61971831,103.9
2009/9/22,60.5223880597,98.5
2009/9/23,53.5299714558,94.2
2009/9/24,99.6376811594,61.5
2009/9/26,116.433121019,75.0
2009/9/27,88.3833718245,48.4
2009/9/28,94.2524271845,72.6
2009/9/29,93.2116788321,85.8
2009/9/30,147.857142857,30.2
2009/10/1,97.5645756458,123.2
2009/10/2,75.477326969,119.2
2009/10/3,82.3838383838,92.4
2009/10/4,67.5347222222,85.8
2009/10/5,117.697674419,25.6
2009/10/6,112.683438155,58.4
2009/10/7,74.4634146341,86.6
2009/10/8,79.4805194805,144.1
2009/10/9,90.4494382022,120.7
2009/10/10,101.285537701,97.9
2009/10/11,71.814159292,124.6
2009/10/12,102.496025437,75.4
2009/10/13,99.1224862888,115.4
2009/10/14,93.3942558747,88.7
2009/10/15,48.1729991916,111.6
2009/10/16,133.436363636,100.5
2009/10/17,133.011152416,89.9
2009/10/18,75.3956834532,71.6
2009/10/19,114.695652174,74.6
2009/10/20,137.457264957,120.0
2009/10/21,117.982924226,77.3
2009/10/22,143.971291866,95.9
2009/10/23,104.485294118,75.8
2009/10/24,107.666666667,62.2
2009/10/25,114.8,76.4
2009/10/26,83.1828703704,69.2
2009/10/27,81.0774410774,76.3
2009/10/28,77.2418670438,72.3
2009/10/29,76.7396061269,109.5
2009/10/30,108.216318786,97.9
2009/10/31,92.8529411765,146.8
2009/11/1,250.053097345,112.9
