date,NOx/Nmhc,O3
2010/1/1,75.7061503417,70.4
2010/1/2,69.5703125,62.5
2010/1/3,86.2466487936,42.6
2010/1/4,90.9940652819,73.1
2010/1/5,119.033674963,64.5
2010/1/6,144.303448276,24.5
2010/1/7,152.209856916,47.7
2010/1/8,92.6368715084,30.7
2010/1/9,212.576923077,78.5
2010/1/10,73.6736842105,67.6
2010/1/11,113.456162643,51.0
2010/1/12,182.573839662,36.4
2010/1/13,90.5650459921,62.9
2010/1/14,112.490234375,69.6
2010/1/15,131.657559199,90.6
2010/1/16,111.883870968,104.6
2010/1/17,70.5114083399,93.5
2010/1/18,113.495327103,77.9
2010/1/20,117.785108388,86.6
2010/1/21,102.285336856,113.0
2010/1/22,125.987341772,65.8
2010/1/23,118.100172712,58.6
2010/1/24,105.080213904,81.3
2010/1/25,141.140495868,44.9
2010/1/26,162.927631579,50.3
2010/1/27,79.9107142857,86.8
2010/1/28,101.486123545,125.5
2010/1/29,125.490196078,98.7
2010/1/30,111.428571429,96.9
2010/1/31,82.8947368421,62.1
2010/2/1,90.9343434343,51.1
2010/2/2,99.0170940171,81.1
2010/2/3,120.190677966,63.5
2010/2/4,141.284210526,76.7
2010/2/5,98.9795918367,67.5
2010/2/6,117.624434389,61.0
2010/2/7,80.0946745562,59.9
2010/2/8,119.95584989,67.5
2010/2/9,106.588380717,91.2
2010/2/10,123.10940499,50.9
2010/2/11,108.125,54.2
2010/2/12,116.856677524,18.7
2010/2/13,97.3011363636,45.6
2010/2/14,96.7681498829,85.3
2010/2/15,93.9950980392,57.1
2010/2/16,146.842105263,18.5
2010/2/17,106.54028436,22.1
2010/2/18,146.703296703,22.1
2010/2/19,148.637274549,14.4
2010/2/20,116.720183486,63.3
2010/2/21,116.647482014,68.2
2010/2/22,116.71875,46.4
2010/2/23,94.0165165165,73.8
2010/2/24,128.904899135,53.4
2010/2/25,111.367837338,41.6
2010/2/26,126.328767123,32.5
2010/2/27,109.91708126,31.8
2010/2/28,126.025641026,69.8
2010/3/1,104.715447154,72.0
2010/3/2,110.829596413,65.6
2010/3/3,101.211340206,88.6
2010/3/4,102.177121771,35.4
2010/3/5,102.681388013,49.5
2010/3/6,80.119047619,83.3
2010/3/7,74.0630182421,64.1
2010/3/8,105.034090909,72.7
2010/3/9,155.430107527,29.9
2010/3/10,148.615384615,50.6
2010/3/11,92.3113854595,81.7
2010/3/12,133.459516299,90.7
2010/3/13,112.093896714,100.8
2010/3/14,73.6006825939,51.3
2010/3/15,124.724137931,41.3
2010/3/16,174.308176101,56.1
2010/3/17,135.850091408,72.0
2010/3/18,114.043367347,83.3
2010/3/19,117.84676354,93.7
2010/3/20,88.125,45.2
2010/3/21,52.5612052731,63.7
2010/3/22,127.209775967,79.6
2010/3/23,102.747747748,85.5
2010/3/24,104.591346154,43.6
2010/3/25,193.255813953,28.1
2010/3/26,128.062015504,44.3
2010/3/27,80.212962963,74.5
2010/3/28,117.52688172,96.8
2010/3/29,102.274509804,81.9
2010/3/30,122.428330523,74.2
2010/3/31,52.9768270945,87.5
2010/4/1,49.2714657415,75.2
2010/4/2,98.5130111524,70.9
2010/4/3,88.5581395349,87.4
2010/4/4,102.47983871,92.2
2010/4/5,68.7408759124,65.8
2010/4/6,98.7819253438,75.5
2010/4/7,156.314496314,73.6
2010/4/8,115.837245696,41.1
2010/4/9,112.493150685,84.6
2010/4/11,56.1595273264,48.4
2010/4/12,79.381663113,34.0
2010/4/13,114.709897611,109.3
2010/4/14,127.01754386,97.5
2010/4/15,126.987179487,51.7
2010/4/16,95.5882352941,62.3
2010/4/17,83.7117346939,76.5
2010/4/18,123.453724605,65.1
2010/4/19,93.7237237237,38.3
2010/4/20,118.644688645,31.2
2010/4/21,77.1304347826,24.4
2010/4/22,118.895348837,46.5
2010/4/23,106.785714286,10.5
2010/4/24,102.997903564,57.5
2010/4/25,102.0,96.2
2010/4/26,113.108433735,96.4
2010/4/27,107.225519288,53.3
2010/4/28,149.842105263,46.2
2010/4/29,147.617021277,69.8
2010/4/30,146.894586895,79.2
2010/5/1,101.0,80.2
2010/5/2,68.1102362205,88.3
2010/5/3,194.301470588,85.7
2010/5/4,72.1290322581,58.2
2010/5/5,146.255707763,48.5
2010/5/6,85.325,37.9
2010/5/7,127.552631579,18.9
2010/5/8,142.734693878,37.1
2010/5/9,133.970588235,36.8
2010/5/10,193.62244898,63.9
2010/5/11,81.4702308627,72.2
2010/5/12,104.261057174,91.8
2010/5/13,117.797833935,83.3
2010/5/14,68.893129771,102.2
2010/5/15,70.9694555113,78.9
2010/5/16,113.248945148,92.5
2010/5/17,113.711911357,64.9
2010/5/18,117.157258065,69.0
2010/5/19,93.178807947,40.5
2010/5/20,192.419354839,41.3
2010/5/21,110.677290837,36.8
2010/5/22,123.409961686,32.4
2010/5/23,387.142857143,34.2
2010/5/24,66.772228989,56.0
2010/5/25,113.64640884,107.2
2010/5/26,111.847133758,116.1
2010/5/27,107.6,47.5
2010/5/28,166.011904762,38.2
2010/5/29,100.434782609,50.4
2010/5/30,0.0,38.1
2010/5/31,0.0,112.6
2010/6/1,173.267973856,83.8
2010/6/2,109.234828496,126.7
2010/6/3,64.5730706076,29.3
2010/6/4,126.892307692,69.6
2010/6/5,109.189189189,89.1
2010/6/6,119.007092199,89.0
2010/6/7,102.130750605,91.1
2010/6/8,98.7172011662,86.1
2010/6/9,118.558558559,88.1
2010/6/10,119.489051095,35.1
2010/6/11,97.0764119601,34.0
2010/6/12,85.1497005988,34.4
2010/6/13,112.114537445,29.1
2010/6/14,139.473684211,35.8
2010/6/15,213.378378378,40.0
2010/6/16,96.0670731707,39.1
2010/6/17,173.121693122,26.1
2010/6/18,70.7854984894,20.2
2010/6/19,83.7463976945,24.3
2010/6/20,153.451327434,35.3
2010/6/21,126.868686869,28.9
2010/6/22,105.496453901,55.5
2010/6/23,170.352112676,27.4
2010/6/24,119.139784946,36.3
2010/6/25,208.943661972,13.4
2010/6/26,157.899159664,30.2
2010/6/27,168.58974359,26.4
2010/6/28,108.918918919,29.8
2010/6/29,177.30964467,25.3
2010/6/30,148.540669856,46.1
2010/7/1,108.796992481,60.3
2010/7/2,80.7076923077,23.3
2010/7/3,86.9515669516,24.9
2010/7/4,58.171641791,27.0
2010/7/5,88.6382978723,26.0
2010/7/6,197.710843373,19.6
2010/7/7,178.583333333,21.6
2010/7/8,129.431818182,38.0
2010/7/9,188.060606061,21.5
2010/7/10,47.8444444444,26.5
2010/7/11,171.0,25.7
2010/7/12,259.674796748,23.1
2010/7/13,93.1050228311,56.1
2010/7/14,94.8210526316,99.7
2010/7/15,136.497890295,106.6
2010/7/16,172.268041237,107.6
2010/7/17,96.6666666667,95.0
2010/7/18,48.8647746244,79.9
2010/7/19,214.621848739,76.7
2010/7/20,165.120481928,51.2
2010/7/21,140.30075188,72.1
2010/7/22,75.387755102,68.1
2010/7/23,66.0606060606,58.5
2010/7/24,88.6337209302,63.9
2010/7/25,101.962025316,92.1
2010/7/26,107.851239669,24.5
2010/7/27,137.910447761,18.2
2010/7/28,76.2757201646,21.0
2010/7/29,121.630434783,20.0
2010/7/30,186.023622047,32.9
2010/7/31,118.378378378,39.6
2010/8/1,161.221374046,53.0
2010/8/2,170.0,48.4
